x,y,label
19.572294,12.358913,sneaker
18.358572,11.967484,sneaker
15.931488,11.431095,sneaker
5.8750815,3.1780725,shirt
-1.730596,9.95942,dress
14.184253,5.246518,sandal
8.586726,15.20358,trouser
6.5401297,15.875985,trouser
18.205162,12.45623,sneaker
21.23926,0.103522934,ankle boot
20.27778,-0.92909783,ankle boot
8.042485,-7.2286687,pullover
-1.9024118,10.393625,dress
-0.18226416,12.797764,dress
15.428998,-0.09450872,sandal
-6.204454,1.4727051,t-shirt
2.6303725,4.0445485,shirt
8.549969,15.02177,trouser
-0.11912704,12.469502,dress
4.64356,0.95895493,shirt
7.5985827,13.817923,trouser
15.8534775,0.35293254,sandal
21.116276,3.4631624,ankle boot
5.449473,1.7947819,t-shirt
5.8235917,-6.244238,pullover
14.142776,2.997454,sandal
10.599102,-11.898448,bag
14.307738,-10.424341,bag
-0.83141106,-2.9086008,shirt
15.3041725,0.335095,sandal
8.563283,-6.660082,pullover
-0.397535,-2.9183953,shirt
4.613339,-0.8016204,coat
0.7619204,1.4114826,coat
16.929115,11.749412,sneaker
7.885881,13.745719,trouser
2.4213467,4.357076,shirt
20.101337,0.58160937,ankle boot
7.682415,14.318829,trouser
-4.1591578,3.6534712,t-shirt
16.718203,11.47997,sneaker
12.617091,-12.02974,bag
14.126791,5.3307304,sandal
3.5557804,-1.8249991,coat
7.754602,12.776399,trouser
7.757348,-5.1148677,pullover
2.353987,-1.8493811,coat
13.945582,3.8007846,sandal
-0.35411727,11.164414,dress
-5.0066586,2.047657,t-shirt
15.879857,0.48212516,sandal
-0.7282604,-3.2715197,shirt
16.493443,12.096244,sneaker
0.14429069,13.568987,dress
16.707375,11.519668,sneaker
1.8402025,-1.0823731,coat
14.20661,4.818083,sandal
-0.050575912,12.064057,dress
5.4629483,1.7782942,t-shirt
19.547169,12.42602,sneaker
20.672802,-0.30234027,ankle boot
4.248117,-0.93456435,coat
14.808541,0.9892135,sandal
8.593641,15.313225,trouser
1.1873251,2.4393322,coat
2.68589,-1.1045779,coat
21.629322,1.6133065,ankle boot
9.412762,13.119684,trouser
15.113996,0.29084793,sandal
8.286821,13.31146,trouser
2.5393348,-1.7225455,coat
-1.1686283,-3.6655455,shirt
20.602304,0.38170663,ankle boot
1.8595399,-0.7289233,coat
9.390123,-6.097266,pullover
-4.1096673,3.764804,t-shirt
7.625436,12.246177,trouser
14.000764,4.845944,sandal
0.83845186,2.6000032,coat
1.9931865,4.3013425,shirt
21.352602,2.880298,ankle boot
-4.1435513,3.5981665,t-shirt
-0.7175589,11.739379,dress
6.326235,-5.921418,pullover
0.9410423,6.6280484,t-shirt
7.535529,-5.014865,pullover
13.2667265,-10.82124,bag
21.572308,1.6508832,ankle boot
-1.8254837,10.347422,dress
7.165486,13.120068,trouser
18.211033,11.303373,sneaker
-0.08702732,12.237532,dress
1.7792903,-1.1587747,coat
19.258726,11.268848,sneaker
14.856941,-9.551887,bag
21.412663,1.6969994,ankle boot
-1.2418914,12.02888,dress
13.111772,-11.694313,bag
19.371424,12.697368,sneaker
-0.56556123,-1.7310504,shirt
-5.4208345,1.61994,t-shirt
-4.7163086,0.980712,t-shirt
9.387998,13.381002,trouser
15.157869,0.9222291,sandal
15.116664,-9.144251,bag
15.782495,0.60423124,sandal
8.212023,-7.2720957,pullover
-1.0899999,13.437868,dress
8.298601,-7.2112217,pullover
8.0034485,-4.6550813,pullover
-5.8851657,1.2647293,t-shirt
3.4673462,-1.2595261,coat
8.311389,-6.2797694,pullover
-1.6674788,12.090602,dress
4.0857744,-0.31402025,coat
20.66488,-0.2631939,ankle boot
6.642443,14.847722,trouser
-1.6585191,11.86032,dress
20.002272,-1.4401734,ankle boot
21.23967,3.7312264,ankle boot
-5.748402,0.524495,t-shirt
6.239574,-5.862476,pullover
1.431676,1.8912402,coat
9.55042,14.312025,trouser
1.2811418,0.55267817,coat
-6.355981,1.349789,t-shirt
-4.8255405,2.6129835,t-shirt
-0.5506477,13.534952,dress
1.9593054,-1.6360704,coat
-5.302906,0.89340585,t-shirt
14.498348,3.792614,sandal
19.308027,11.351029,sneaker
18.89057,12.754126,sneaker
-0.5004073,12.631878,dress
4.126159,1.8033049,shirt
15.198775,-10.01615,bag
14.746949,0.99083203,sandal
-5.2376814,2.389486,t-shirt
13.175838,-11.754769,bag
-4.794234,2.7877378,t-shirt
21.04857,3.0886376,ankle boot
-1.5553129,10.99797,dress
-6.2079496,1.4811528,t-shirt
-4.917233,3.0056462,t-shirt
11.093209,-11.847022,bag
6.606004,-4.4834433,pullover
10.668606,0.842425,sandal
0.01883381,12.608064,dress
-2.0333126,10.840945,dress
21.782928,2.3454356,ankle boot
7.9706883,-7.0682745,pullover
6.848618,14.56635,trouser
0.72738814,12.795664,dress
5.68888,-5.0848103,pullover
1.9151345,-0.7395699,coat
8.255582,-7.2091064,pullover
8.533352,14.8264675,trouser
0.26893926,13.249982,dress
6.9246173,-3.7691603,pullover
21.12293,-0.26705042,ankle boot
19.529196,11.52999,sneaker
17.848907,11.876676,sneaker
-4.768349,2.2058783,t-shirt
1.2955936,0.35224032,coat
19.44172,11.939195,sneaker
13.732426,4.0983906,sandal
-0.99306595,10.05052,dress
1.7755882,-1.1416062,coat
15.5281315,-9.48126,bag
1.7676164,-0.5475803,coat
-5.44904,1.8721186,t-shirt
-0.8222965,-4.4168386,shirt
7.3230796,-6.4166594,pullover
12.680208,-12.0727005,bag
-0.6149081,12.445047,dress
-1.4733694,12.852986,dress
4.200274,1.7669045,shirt
12.201433,-11.886651,bag
0.40189993,12.662304,dress
15.517823,-9.072363,bag
6.3796105,-6.40028,pullover
16.14418,10.96476,sneaker
18.932417,12.7557535,sneaker
8.397322,-7.0917025,pullover
0.11878178,11.6767645,dress
14.990112,-0.17894818,sandal
15.438188,-10.086678,bag
9.3552685,-6.4632316,pullover
-6.2251654,1.8777682,t-shirt
20.575987,1.0181979,ankle boot
14.042074,3.9560914,sandal
20.450872,1.7312186,ankle boot
8.900584,14.148401,trouser
20.964354,-0.16116434,ankle boot
20.842844,-0.5225723,ankle boot
-1.8339276,10.385628,dress
-1.1024073,-0.8653979,shirt
14.404127,2.1611283,sandal
20.276644,-0.7020452,ankle boot
18.93421,12.051503,sneaker
9.154195,13.755121,trouser
21.697622,1.9916636,ankle boot
-0.6360752,11.586898,dress
-0.3787389,-3.6250904,shirt
20.851137,-0.32234833,ankle boot
-0.7942863,-4.106073,shirt
4.522288,1.5725144,shirt
1.9578693,4.249548,shirt
3.0344932,4.565472,shirt
16.595968,11.444757,sneaker
7.2461133,-7.2585025,coat
15.551117,-9.314283,bag
5.7845063,-5.0005555,pullover
-1.2857616,12.128307,dress
5.0163903,0.7156814,shirt
11.198834,-12.599124,bag
5.391157,-0.114511274,shirt
-5.145346,2.7254581,t-shirt
-1.550504,9.756048,dress
14.4202175,3.9836967,sandal
-1.9400262,12.551406,dress
0.5163408,2.5707607,coat
-1.0856898,-1.9925258,shirt
21.421835,0.116846725,ankle boot
1.9545009,-1.6497158,coat
20.27305,-0.97865963,ankle boot
15.3826,-0.14681801,sandal
6.1789765,-6.3139153,pullover
21.323278,2.3268082,ankle boot
7.4125905,14.7360935,trouser
16.02234,11.381287,sneaker
11.436751,-12.669086,bag
8.5280075,15.877735,trouser
6.172149,-6.3552246,pullover
8.757362,13.461614,trouser
0.71595085,2.0307834,coat
14.26316,4.6755385,sandal
-4.719995,3.0108445,t-shirt
4.6297836,2.25735,t-shirt
14.513432,1.5721219,sandal
12.256602,-12.553177,bag
11.74899,-12.344608,bag
4.0798364,-0.94445413,coat
19.81436,-0.36656484,ankle boot
14.9887295,0.92999655,sandal
2.490335,-1.8853949,coat
19.91173,0.37825516,ankle boot
0.047347438,12.660309,dress
16.758745,11.498741,sneaker
-1.5344337,10.228994,dress
-0.24509594,-3.978667,shirt
15.88618,11.285379,sneaker
20.09016,0.95245296,ankle boot
1.2831331,2.4324837,coat
19.277668,12.336915,sneaker
-1.5712538,12.412009,dress
-5.5875287,2.3689628,t-shirt
8.787928,-6.9063854,pullover
6.8418884,-6.0541286,pullover
1.4389225,0.63289183,coat
-5.5603843,1.0135372,t-shirt
-1.7723271,9.888401,dress
20.887217,2.3283155,ankle boot
0.8841923,1.2984068,coat
-0.7462033,-1.4070882,shirt
5.8653345,-6.428846,pullover
-4.5857544,1.1672425,t-shirt
1.1748194,2.0680773,coat
13.376678,-11.609912,bag
14.203524,5.327434,sandal
19.094069,12.056634,sneaker
8.024409,16.245275,trouser
-1.2959471,10.607745,dress
21.513647,1.4080791,ankle boot
21.324478,1.7254393,ankle boot
6.912601,-5.5766535,pullover
7.938817,-4.492386,pullover
8.82353,14.281163,trouser
21.014332,1.3600211,ankle boot
-0.93566734,12.614464,dress
-5.8068194,1.2229022,t-shirt
13.709288,1.6016351,sandal
-3.9787006,3.7369897,t-shirt
-0.9721882,13.583239,dress
19.228666,11.385282,sneaker
7.940909,-4.335967,pullover
-4.173188,3.7502303,t-shirt
13.648033,4.3763065,sandal
-6.1517525,0.81525993,t-shirt
21.114449,0.20280695,ankle boot
-1.5640191,11.867872,dress
4.6064763,-0.8717384,coat
15.010992,-9.369501,bag
19.3865,12.429284,sneaker
7.3558106,-6.908954,pullover
14.752237,-9.53115,bag
16.410315,12.036229,sneaker
-4.8212504,1.0170896,t-shirt
7.5048018,12.957185,trouser
11.359744,-11.879073,bag
-1.8083184,12.012243,dress
11.941112,-12.073078,bag
14.17551,3.8737495,sandal
2.7771542,0.06340795,coat
7.9756713,-4.4257026,pullover
8.76745,-6.8588305,pullover
-4.7251163,0.87540936,t-shirt
8.830717,13.436125,trouser
15.179182,0.91053915,sandal
-0.43101037,-3.0409646,shirt
1.3656265,0.24403453,coat
6.9614716,-5.3593736,pullover
-5.896007,0.8574964,t-shirt
0.91863,1.3031124,coat
-5.3065543,1.8042059,t-shirt
-0.3147376,12.0574045,dress
2.294138,-1.8919715,coat
19.108362,12.667536,sneaker
-5.2766623,1.2701223,t-shirt
14.424577,0.97165155,sandal
15.542262,0.28244364,sandal
-0.50442845,12.9397745,dress
14.710783,2.0630143,sandal
-1.2072268,11.199035,dress
3.1400373,4.40371,shirt
7.768993,12.808908,trouser
20.952976,-0.3488793,ankle boot
-0.11080768,-4.1636863,shirt
18.58983,11.270778,sneaker
13.84298,-11.214371,bag
-0.7834068,-1.3709145,shirt
-6.147,1.0716205,t-shirt
6.640277,15.406242,trouser
18.631433,12.682589,sneaker
15.268757,0.7589149,sandal
1.6352623,0.8032906,coat
8.764046,15.767529,trouser
16.07711,11.67773,sneaker
2.647874,-1.635598,coat
-0.84485936,11.074296,dress
19.230442,12.502764,sneaker
9.425707,14.25087,trouser
-5.5038033,2.1597683,t-shirt
2.4492555,4.6112585,shirt
-6.0261474,1.4351317,t-shirt
5.9640036,-3.9997451,pullover
20.887863,2.966851,ankle boot
19.344322,12.402599,sneaker
8.17152,14.548751,trouser
2.5736198,0.17700563,coat
7.071897,15.849823,trouser
18.949482,11.663361,sneaker
12.132482,-11.401866,bag
-0.93083245,-4.4143033,shirt
5.660532,-1.4599105,shirt
1.2199422,1.302417,coat
14.765565,0.7019278,sandal
7.659443,14.239231,trouser
19.32625,11.487959,sneaker
11.601184,-12.719689,bag
-6.4373426,1.6549752,t-shirt
11.353785,-11.9606285,bag
-1.234936,-2.4557037,shirt
5.6760287,-5.087081,pullover
15.77566,0.37239757,sandal
-2.1203403,12.844567,dress
15.727134,0.22526312,sandal
1.4024637,1.5620055,coat
18.356548,12.312658,sneaker
0.28462568,-4.2796817,shirt
6.993648,15.893158,trouser
13.993655,3.2679534,sandal
8.347611,-5.4084063,pullover
8.340644,-7.1043234,pullover
7.652945,12.582458,trouser
16.78799,11.488969,sneaker
17.946352,11.564066,sneaker
-0.21371986,13.224498,dress
2.851731,-2.1554565,coat
19.08216,12.782784,sneaker
0.5475058,12.614126,dress
-1.0048418,12.219714,dress
-5.865224,1.2291507,t-shirt
0.38893735,12.185567,dress
18.417387,12.116178,sneaker
19.480553,12.644392,sneaker
15.307827,1.317572,sandal
20.8225,-0.5397225,ankle boot
9.263908,14.037819,trouser
3.303117,2.7759788,shirt
6.8316445,14.933929,trouser
7.4268656,-4.8245716,pullover
-0.18342276,-4.038642,shirt
-4.64699,3.2030783,t-shirt
-0.8758639,-0.39512944,dress
11.682299,-12.148163,bag
1.6719898,-0.66917646,coat
3.823293,-1.5244858,coat
15.807482,-9.187804,bag
20.834316,-0.386994,ankle boot
-0.8295616,-2.25705,dress
-0.41882414,-3.5818284,shirt
11.263618,-11.976,bag
8.791871,13.520955,trouser
19.922888,-1.2571373,ankle boot
1.9572358,4.685297,shirt
20.245289,1.1530966,ankle boot
7.903537,13.905333,trouser
-6.3519206,1.5458851,t-shirt
20.100386,0.014192738,ankle boot
15.339979,-0.06957669,sandal
18.85688,12.399697,sneaker
14.218769,3.7801213,sandal
1.8485073,-0.3922523,coat
-5.284478,1.6527925,t-shirt
3.560054,-2.274711,coat
1.2862884,2.4443586,coat
8.560989,14.68393,trouser
-4.894839,0.69610584,t-shirt
19.276447,11.451306,sneaker
1.7228612,1.4214673,coat
1.4729289,0.4589621,coat
8.600206,13.464413,trouser
-4.3852487,3.4126034,t-shirt
7.1920867,13.842581,trouser
19.311752,12.302058,sneaker
7.582536,12.281897,trouser
15.092515,1.2152035,sandal
11.893114,-12.656663,bag
21.309834,1.861206,ankle boot
5.62209,-0.8004593,shirt
-3.849528,3.3564286,t-shirt
16.359764,12.035173,sneaker
7.9453006,-4.6546936,pullover
-1.9111975,10.8626,dress
0.29392278,13.5589075,dress
13.209766,-11.868854,bag
15.3799305,-9.818988,bag
15.490598,-8.822398,bag
21.47745,0.9555728,ankle boot
6.8219995,-4.522013,shirt
-1.0321238,13.206586,dress
2.8175845,0.116547465,coat
19.50121,12.161712,sneaker
-1.6441525,9.980577,dress
-1.6799816,11.030421,dress
10.604679,-11.768994,bag
14.519199,-10.499132,bag
3.4226794,-0.90008575,coat
6.790896,14.65306,trouser
-5.4122405,0.7989082,t-shirt
14.040802,4.3091826,sandal
-1.2891244,-2.2457488,shirt
14.358529,2.570036,sandal
8.427293,-4.916573,pullover
8.376645,-6.9366345,pullover
-0.48941827,-2.2303371,shirt
14.579259,0.5394378,sandal
14.259732,4.6725435,sandal
21.61995,2.717297,ankle boot
2.664209,4.8544936,shirt
7.6736736,15.083752,trouser
-4.6306925,3.3169014,t-shirt
8.174371,13.765828,trouser
7.555117,14.060142,trouser
19.66163,-0.59107375,ankle boot
19.904848,12.086213,sneaker
11.352085,-11.913071,bag
3.9275904,2.1815276,shirt
0.74650466,1.1719984,coat
6.9803724,-4.0956273,pullover
15.275366,1.7094575,sandal
7.307557,-6.6468797,pullover
-1.4670479,10.823325,dress
21.361912,1.0435649,ankle boot
-1.3870331,10.500224,dress
20.613272,0.4228903,ankle boot
-1.344128,10.6712475,dress
-6.148757,2.072313,t-shirt
8.238087,-7.2906003,pullover
15.349747,-0.616057,sandal
14.568083,-9.511537,bag
13.147353,-11.834189,bag
8.092308,15.574222,trouser
15.449905,0.7902198,sandal
14.287884,4.625234,sandal
3.6478233,3.541107,shirt
12.596171,-11.973468,bag
21.347212,3.0385158,ankle boot
-0.53376615,13.446204,dress
-6.2555532,2.1535404,t-shirt
-0.23665929,12.33702,dress
9.439711,14.434772,trouser
2.0364418,-1.1135509,coat
-0.45997694,10.832527,dress
14.994841,-9.838951,bag
21.591774,1.5783923,ankle boot
6.160213,0.09949096,pullover
18.922373,12.743843,sneaker
9.143615,-6.296457,pullover
2.9644341,3.1765745,shirt
8.87475,-6.7939286,pullover
14.100656,4.5392585,sandal
20.3269,0.77643955,ankle boot
15.871839,0.4940903,sandal
14.517435,2.6251223,sandal
2.5186229,3.0394444,shirt
15.819433,-9.08374,bag
14.29465,4.0275664,sandal
2.1455317,-1.5760626,coat
-1.8241953,12.202053,dress
18.923462,12.802922,sneaker
19.160383,12.541629,sneaker
-0.0034008645,-1.6030817,shirt
4.1503134,0.7893898,dress
1.4492178,-0.39594886,coat
3.4481118,-0.3788248,coat
2.821103,-1.5263395,coat
20.55202,0.14658989,ankle boot
8.694833,14.992907,trouser
7.752822,-4.56968,pullover
17.549816,10.986212,sneaker
7.9553733,-5.71456,pullover
19.846413,0.18754771,ankle boot
21.008768,0.53360707,ankle boot
8.045471,-4.7470455,pullover
11.745428,-12.092687,bag
14.308652,4.3874936,sandal
-5.817342,1.8545344,t-shirt
-4.8089237,0.76483554,t-shirt
7.662422,-5.5371604,pullover
3.0024698,4.3561287,shirt
15.811615,0.1339328,sandal
-0.23733945,-2.055319,shirt
15.051797,1.3277274,sandal
18.666346,12.504042,sneaker
0.22830582,12.105176,dress
-1.2001128,-2.7718172,shirt
17.547222,10.841716,sneaker
-0.584937,13.627374,dress
0.345959,11.412686,dress
0.52294844,1.824521,coat
3.2135234,-0.78994745,coat
2.736456,2.3339512,shirt
7.779246,15.161088,trouser
14.153587,5.349488,sandal
8.784141,13.705623,trouser
0.40514398,11.260851,dress
12.679251,-11.906776,bag
-2.0472891,10.767184,dress
16.083458,11.755527,sneaker
21.017094,3.7630615,ankle boot
1.2988244,1.402301,coat
-5.1525598,1.9422019,t-shirt
5.14375,0.1397419,shirt
2.4413748,0.2915814,coat
5.527096,1.7634856,t-shirt
-5.3191257,0.55346715,t-shirt
15.724442,0.14151163,sandal
3.564682,3.8736362,shirt
13.456672,-9.823375,bag
6.3680654,-6.1044817,pullover
-4.415921,3.509319,t-shirt
-4.776736,0.7175188,t-shirt
15.822179,0.27601504,sandal
3.4834309,2.9698021,shirt
-0.8454383,-2.0660005,shirt
-4.0453715,3.8293505,t-shirt
15.670342,10.991573,sneaker
14.899841,-10.161335,bag
15.093885,1.0777009,sandal
-0.69972813,-2.7015963,shirt
14.98932,-0.2362934,sandal
6.6151853,-5.8102207,pullover
1.3453386,1.5989437,coat
5.896787,15.867562,trouser
14.27349,4.1917157,sandal
1.886428,1.7895805,pullover
16.455175,12.132997,sneaker
14.467408,-9.274885,bag
21.175047,0.15078919,ankle boot
7.810362,16.173525,trouser
2.9801126,-1.5003805,coat
21.097252,1.0208914,ankle boot
-5.914625,1.533027,t-shirt
-5.339677,1.8617797,t-shirt
14.158259,3.981382,sandal
21.55154,1.6127839,ankle boot
15.095425,-0.84185743,sandal
8.227851,-5.4933987,pullover
18.21996,12.437545,sneaker
7.6253896,13.83912,trouser
6.0145373,-6.5729923,pullover
21.695005,1.4350156,ankle boot
4.0785227,-2.1588278,coat
1.56874,0.01849083,coat
2.5709581,-0.54520124,coat
14.63289,1.3470819,sandal
14.68337,2.995992,sandal
14.14182,4.960745,sandal
21.623938,2.0194209,ankle boot
17.885847,11.230092,sneaker
1.9376012,-1.2420903,coat
12.575883,-12.247305,bag
-0.7965459,13.625069,dress
8.18864,-6.9167686,pullover
4.158138,-1.6950798,coat
-1.2188356,-0.946711,shirt
-6.291097,1.8377137,t-shirt
0.30765647,11.39261,dress
-4.7054887,0.96922046,t-shirt
2.4779823,4.496842,shirt
15.788444,0.4213728,sandal
13.819002,4.1243176,sandal
-0.33446738,12.557504,dress
-5.6024404,1.8121969,t-shirt
21.15482,2.7420282,ankle boot
9.625346,14.268408,trouser
5.8938527,0.079294,shirt
5.5389147,1.7547982,t-shirt
16.366865,11.7475815,sneaker
-5.274616,2.4524822,t-shirt
1.1248076,0.58200556,coat
15.267948,-0.6421338,sandal
1.9924186,4.434901,shirt
15.261191,3.7770617,trouser
0.6434884,1.295561,coat
18.08324,12.158933,sneaker
14.042659,3.304161,sandal
14.780144,1.4272854,sandal
-4.7584558,0.62489873,t-shirt
20.057867,0.39179394,ankle boot
8.227194,-4.572668,pullover
3.5993257,2.9476376,shirt
6.790295,14.690341,trouser
0.7566845,-2.9151778,shirt
-1.6163163,12.936885,dress
6.2193937,-6.273608,pullover
21.07231,0.48090282,ankle boot
0.286865,6.3910117,t-shirt
-0.6123193,-1.3630819,shirt
16.680395,12.133841,sneaker
7.3764405,14.754314,trouser
11.259768,-12.6012,bag
8.301104,-7.1386237,pullover
2.9123597,4.891374,shirt
14.292475,3.1385715,sandal
15.130262,1.3996099,sandal
15.48209,0.49892962,sandal
14.531536,4.325056,sandal
2.0120175,4.2283673,shirt
19.861086,-1.1057736,ankle boot
0.1612035,11.893609,dress
13.377163,-11.131535,bag
21.737919,2.9556558,ankle boot
7.6121597,13.846717,trouser
-0.010013052,-1.5856296,dress
-0.16465802,-4.123088,shirt
-1.3221668,-2.9553378,shirt
7.790782,13.815347,trouser
5.868413,-5.1615467,pullover
2.0592642,-0.11132484,coat
21.392426,0.7392113,ankle boot
3.0018702,-1.4850602,coat
13.815172,4.3761415,sandal
-6.548101,1.4982289,t-shirt
3.4338355,-2.279132,coat
0.539658,13.022433,dress
13.449535,-11.316167,bag
-1.5661236,12.212655,dress
0.592476,6.3867855,t-shirt
0.55348134,2.5989296,coat
-0.6180865,12.729765,dress
8.865891,13.323227,trouser
-4.7220917,0.92057323,t-shirt
-0.25133175,-4.1060953,shirt
0.8798451,2.1984613,coat
-0.6656959,-0.96963423,shirt
16.994587,11.913167,sneaker
17.970264,11.313235,sneaker
19.15555,12.468152,sneaker
21.164783,1.770923,ankle boot
7.6702642,-7.0517344,pullover
18.384893,12.532073,sneaker
15.639907,-8.69844,bag
14.500318,-8.922228,bag
11.429241,-12.424459,bag
16.285275,11.956307,sneaker
13.338539,-11.717657,bag
7.1169243,15.928404,trouser
14.279282,4.4624248,sandal
2.9228365,-1.2902689,coat
11.126982,-12.565168,bag
6.5907097,15.037341,trouser
19.204733,11.826869,sneaker
1.8155107,1.0508338,coat
16.220016,11.921182,sneaker
-5.91265,1.0631402,t-shirt
17.611101,10.81669,sneaker
1.9458303,-0.017313348,coat
20.175604,1.4420493,ankle boot
7.5896306,-7.107601,pullover
6.1319594,-6.2224307,pullover
-1.0159193,12.733226,dress
18.477886,12.624609,sneaker
19.232077,12.707639,sneaker
20.981617,-0.14154199,ankle boot
19.950516,-0.6252049,ankle boot
0.17539154,13.291065,dress
8.617013,-5.940271,pullover
16.157455,11.004233,sneaker
17.900566,11.198011,sneaker
17.755133,11.299698,sneaker
-1.6005629,-2.3988752,shirt
-0.88713276,-2.6368623,shirt
-1.205014,-1.0499732,shirt
15.723219,0.27559006,sandal
3.825841,-1.1715748,coat
2.5153208,2.9522557,shirt
15.355102,-9.23197,bag
7.5751295,-4.5605984,pullover
0.5758377,2.5611608,coat
0.5837822,13.281368,dress
0.8199585,13.357736,dress
-5.8173547,1.1530377,t-shirt
14.809823,-8.992197,bag
-0.38453,-1.7202163,shirt
7.807188,14.016705,trouser
-4.5749245,3.2669873,t-shirt
-0.29504806,13.599177,dress
-1.495411,12.298777,dress
16.470299,12.038665,sneaker
11.327829,-11.8787565,bag
21.53451,3.2461479,ankle boot
16.345438,11.936953,sneaker
3.0433414,4.417384,shirt
0.4754994,13.024296,trouser
0.87170297,6.5635047,t-shirt
14.796773,0.8150925,sandal
8.546391,-6.6568923,pullover
4.1417727,-1.1734701,coat
-1.465434,-2.4234498,shirt
10.7643385,-12.28435,bag
5.4544425,1.7975397,t-shirt
-0.3605533,12.388855,shirt
13.224061,-11.089398,bag
12.203928,-12.290061,bag
4.137366,2.0371532,shirt
-1.4197599,10.214134,shirt
3.1513085,-0.8735135,coat
3.093858,-0.16912988,coat
14.647257,1.0281414,sandal
0.4086219,-3.6605532,shirt
13.736803,4.091167,sandal
15.282937,2.0327404,sandal
12.789176,-11.922212,bag
0.2834481,13.384501,dress
16.184334,10.966415,sneaker
2.9043474,3.070999,shirt
21.500368,0.625013,ankle boot
-1.5358318,9.671636,dress
9.260474,13.124139,trouser
-1.237308,10.216038,dress
20.977997,2.469162,ankle boot
16.246202,11.764273,sneaker
-4.664992,2.8691225,t-shirt
18.049152,11.326811,sneaker
11.975584,-11.46381,bag
-4.4761853,3.308261,shirt
17.980947,11.901543,sneaker
-0.3739781,-1.6101424,shirt
13.470253,-11.498018,bag
20.725374,0.643508,ankle boot
13.325806,-10.823538,bag
2.9948158,-0.16234812,coat
13.468099,-9.850533,bag
-1.6118876,13.203158,dress
4.5949574,-0.8280221,coat
7.7753086,13.877951,trouser
2.3287024,-1.4658488,coat
6.479615,15.018769,trouser
-6.358882,1.2333343,t-shirt
-4.380676,3.41412,t-shirt
8.175238,14.435714,trouser
21.073137,3.7032397,ankle boot
14.793092,1.5904058,sandal
14.035195,3.284042,sandal
7.8765335,12.5775795,trouser
15.260469,-10.060952,bag
0.93274724,1.3871621,coat
-1.8419011,10.788439,dress
20.917826,-0.54814565,ankle boot
2.0939057,0.32262105,coat
14.471466,3.1414974,sandal
21.121206,1.6055375,ankle boot
7.3604846,-5.557489,pullover
5.030037,0.16292134,shirt
19.761618,-0.38958642,ankle boot
11.422694,-12.464735,bag
15.749757,-9.155118,bag
0.91973215,6.665526,t-shirt
12.173437,-12.298533,bag
19.816252,12.156062,sneaker
0.84788364,5.9759655,t-shirt
-1.2293627,-2.004103,shirt
7.92755,12.754861,trouser
8.455658,-6.4724236,pullover
20.903162,0.6580018,ankle boot
16.846365,11.557577,sneaker
8.83587,-6.234757,pullover
-1.842179,10.875231,dress
2.9932237,3.1180127,shirt
-4.7761292,2.930636,t-shirt
6.900671,-5.9057217,pullover
0.862701,1.4396545,coat
14.978629,-9.247027,bag
15.77944,0.4029976,sandal
19.276913,12.719333,sneaker
15.810625,0.40435874,sandal
2.3713086,0.6474273,coat
13.313592,-11.13642,bag
21.604275,2.1309125,ankle boot
0.6804842,2.1606424,coat
20.106434,0.19100055,ankle boot
14.242512,0.5097802,sandal
2.620389,0.21691042,coat
18.716377,12.64028,sneaker
-4.8189025,1.0575501,t-shirt
0.6882883,6.3500695,t-shirt
-0.22563305,11.997941,dress
17.078222,12.057538,sneaker
-6.402044,1.3215533,t-shirt
21.146456,-0.10302376,ankle boot
8.750249,15.103765,trouser
-6.3862863,1.1872951,t-shirt
15.18761,-1.1305517,sandal
12.950059,-11.831562,bag
9.214139,13.0829935,trouser
-0.59011024,13.07918,dress
15.651925,-8.779097,bag
3.095058,4.321631,shirt
8.959991,14.267002,trouser
7.977221,15.04947,trouser
-5.280665,0.8626185,t-shirt
15.644052,0.8685203,sandal
17.375092,10.98461,sneaker
-0.75303954,12.093511,dress
-0.6412577,10.393712,dress
14.628393,1.4937906,sandal
-5.289184,1.7832096,t-shirt
-4.756379,1.9661744,t-shirt
-0.3065651,13.201276,dress
-4.9623747,3.0868266,t-shirt
0.19251731,12.11177,dress
8.996652,13.334608,trouser
-1.4378933,11.161084,dress
-1.0534297,10.500181,dress
2.943092,4.835381,shirt
13.873033,4.497271,sandal
0.7498083,1.9822043,coat
-5.6830564,0.9410272,t-shirt
19.22807,11.244752,sneaker
9.164471,-6.6166,pullover
15.182151,-0.7450039,sandal
14.300365,1.3611553,sandal
8.185448,-5.5553164,pullover
15.593785,-9.758185,bag
14.459429,3.063305,sandal
12.813643,-11.937294,bag
8.075599,13.709082,trouser
-0.95901203,-4.2178726,shirt
19.951878,-1.0649669,ankle boot
14.7226095,2.1132302,sandal
19.57219,11.936539,sneaker
14.373252,4.3718414,sandal
14.617734,1.1711396,sandal
1.1809168,1.8320059,coat
14.488574,-9.638335,bag
3.6859624,-1.3816519,coat
19.74641,-0.97715914,ankle boot
17.001038,12.050566,sneaker
18.452894,12.522342,sneaker
2.4500005,-0.93665105,coat
-0.32858744,13.5711355,dress
-6.0727444,0.82181144,t-shirt
2.8945022,-1.5028597,coat
14.744286,3.0014422,sandal
-0.72363824,13.051893,dress
13.716122,4.060492,sandal
13.115153,-11.735771,bag
7.2158566,-4.284344,coat
17.007936,12.090507,sneaker
13.44499,-10.833889,bag
7.492535,13.927011,trouser
-1.9880161,10.777909,dress
