x,y,prediction,timestamp
6.14335,-6.3936386,pullover,03-09-2021 15:49:25.866485
14.294386,4.6459947,sandal,03-09-2021 15:49:29.301291
21.340036,2.5559647,ankle boot,03-09-2021 15:49:33.309721
-5.3553095,2.6100268,t-shirt,03-09-2021 15:49:39.139196
8.097321,-6.7183204,pullover,03-09-2021 15:49:43.421428
12.974018,-11.954202,bag,03-09-2021 15:49:44.197520
8.174497,14.932819,trouser,03-09-2021 15:49:46.838774
6.542942,15.804778,trouser,03-09-2021 15:49:53.652005
1.4949872,0.17210835,coat,03-09-2021 15:50:00.156327
16.822187,11.732809,sneaker,03-09-2021 15:50:01.976845
8.145819,15.0726185,trouser,03-09-2021 15:50:10.039591
0.71863407,5.304289,shirt,03-09-2021 15:50:30.790113
16.304432,11.933041,sneaker,03-09-2021 15:50:32.672256
-4.9851313,2.018467,t-shirt,03-09-2021 15:50:38.235179
0.2957993,-4.020528,shirt,03-09-2021 15:50:39.221285
11.187223,-11.800219,bag,03-09-2021 15:50:42.353417
7.401167,-6.9509296,pullover,03-09-2021 15:50:45.886410
11.78491,-12.760787,bag,03-09-2021 15:50:55.244986
-0.58668506,12.014127,dress,03-09-2021 15:51:00.991053
14.890435,0.8184266,sandal,03-09-2021 15:51:09.819966
7.0848174,15.221439,trouser,03-09-2021 15:51:22.052809
2.1021862,-0.026199443,coat,03-09-2021 15:51:26.481448
14.977555,-9.491701,shirt,03-09-2021 15:51:37.893940
-1.752299,10.00459,dress,03-09-2021 15:51:42.512994
19.110628,11.280311,sneaker,03-09-2021 15:51:43.420734
6.83991,-5.04574,pullover,03-09-2021 15:51:53.860730
12.906436,-12.091357,bag,03-09-2021 15:51:55.380320
-0.34926182,11.159139,dress,03-09-2021 15:52:06.214903
2.7808888,2.2225878,shirt,03-09-2021 15:52:11.136503
8.0618105,15.390366,trouser,03-09-2021 15:52:13.639484
8.741917,13.342536,trouser,03-09-2021 15:52:40.367143
19.72287,12.409016,sneaker,03-09-2021 15:52:47.819374
-0.13763244,12.727586,dress,03-09-2021 15:52:52.025910
-5.0977254,0.680742,t-shirt,03-09-2021 15:52:53.620199
21.125555,0.11345294,ankle boot,03-09-2021 15:52:54.773411
18.0746,12.289901,sneaker,03-09-2021 15:52:58.875294
3.763042,-1.7518044,coat,03-09-2021 15:53:06.907538
14.009286,4.4357667,sandal,03-09-2021 15:53:07.314227
-1.9168097,12.701316,dress,03-09-2021 15:53:11.503059
2.5974813,4.915507,shirt,03-09-2021 15:53:14.200728
21.226313,0.24279323,ankle boot,03-09-2021 15:53:18.547527
2.4763746,0.1559718,coat,03-09-2021 15:53:18.748131
14.848716,-9.572403,bag,03-09-2021 15:53:24.855357
9.219075,14.273146,trouser,03-09-2021 15:53:36.104736
7.043386,-5.259583,pullover,03-09-2021 15:53:36.395495
-4.371333,3.425996,t-shirt,03-09-2021 15:53:47.511098
8.416672,15.559238,trouser,03-09-2021 15:53:58.528253
20.166927,0.22197913,ankle boot,03-09-2021 15:53:58.925211
19.70143,12.372364,sneaker,03-09-2021 15:54:09.698998
21.532185,0.8152779,ankle boot,03-09-2021 15:54:12.278342
7.6180253,13.764326,trouser,03-09-2021 15:54:15.421482
7.718215,12.63295,trouser,03-09-2021 15:54:21.368482
-1.57004,9.828833,dress,03-09-2021 15:54:23.218969
-1.3003085,-2.2284927,shirt,03-09-2021 15:55:12.241402
21.346867,1.1653887,ankle boot,03-09-2021 15:55:13.874375
0.24405876,-3.5543923,shirt,03-09-2021 15:55:16.784973
15.613526,-0.028766204,sandal,03-09-2021 15:55:19.840367
6.341576,-6.166924,pullover,03-09-2021 15:55:26.589956
7.5843177,-6.287299,pullover,03-09-2021 15:55:28.848749
11.84889,-11.761863,bag,03-09-2021 15:55:30.645290
14.655802,1.5404391,sandal,03-09-2021 15:55:42.714867
6.557502,14.904371,trouser,03-09-2021 15:56:17.759559
8.963086,-6.711708,pullover,03-09-2021 15:56:22.026120
-4.1008034,3.8200212,t-shirt,03-09-2021 15:56:30.135976
3.0115268,-1.4316441,coat,03-09-2021 15:56:37.275743
15.163444,0.39628258,sandal,03-09-2021 15:56:41.680471
0.9387042,1.9055815,coat,03-09-2021 15:56:52.244326
9.2155905,14.365406,trouser,03-09-2021 15:56:52.999793
18.052803,10.972023,sneaker,03-09-2021 15:57:01.944274
11.658107,-12.06411,bag,03-09-2021 15:57:35.590025
-1.2296935,-2.1495943,shirt,03-09-2021 15:57:36.520049
-1.2196423,11.042524,dress,03-09-2021 15:57:42.763852
19.129295,12.56378,sneaker,03-09-2021 15:57:45.319368
0.43911117,-3.7356603,shirt,03-09-2021 15:57:51.605442
-0.7163973,12.340031,dress,03-09-2021 15:57:56.939452
-5.2399516,2.6156,t-shirt,03-09-2021 15:57:56.986159
2.8038347,-1.9561638,coat,03-09-2021 15:58:04.166309
19.974653,11.90068,sneaker,03-09-2021 15:58:05.420928
-1.1916993,11.4679785,dress,03-09-2021 15:58:06.300848
2.8722734,4.4320407,shirt,03-09-2021 15:58:20.953593
2.114064,-2.0088904,coat,03-09-2021 15:59:33.155462
5.748518,-4.8079524,pullover,03-09-2021 16:00:07.608633
10.713456,-12.381068,bag,03-09-2021 16:00:28.501311
18.96728,12.429988,sneaker,03-09-2021 16:00:33.677484
8.253166,-7.201188,pullover,03-09-2021 16:00:40.253075
8.642485,15.119886,trouser,03-09-2021 16:00:42.385368
14.467331,-10.50676,bag,03-09-2021 16:00:52.420462
12.309056,-11.89243,bag,03-09-2021 16:00:56.138542
9.415134,13.199737,trouser,03-09-2021 16:01:09.274869
-0.67512894,-3.3547604,shirt,03-09-2021 16:01:15.069730
-0.46108294,13.70007,dress,03-09-2021 16:01:18.716095
14.126791,5.3307304,sandal,03-09-2021 16:01:19.466993
17.878117,11.506768,sneaker,03-09-2021 16:01:29.250575
19.554247,12.629133,sneaker,03-09-2021 16:01:43.116008
8.798947,13.355498,trouser,03-09-2021 16:01:51.958995
-1.0797858,13.061823,dress,03-09-2021 16:02:13.822949
21.083239,3.2699056,ankle boot,03-09-2021 16:02:52.072782
21.22442,0.009240462,ankle boot,03-09-2021 16:03:03.646930
8.306405,13.401785,trouser,03-09-2021 16:03:16.283635
2.902517,2.2221024,shirt,03-09-2021 16:03:17.232955
-1.0306814,12.167993,dress,03-09-2021 16:03:19.680045
4.5139403,-0.92564267,coat,03-09-2021 16:03:23.494795
13.248318,-11.160359,bag,03-09-2021 16:03:43.705735
14.666493,-10.438075,bag,03-09-2021 16:04:01.244175
19.89464,-0.29011965,ankle boot,03-09-2021 16:04:03.580909
17.507217,11.520744,sneaker,03-09-2021 16:04:17.276132
-5.8341813,2.0965002,t-shirt,03-09-2021 16:04:33.654567
2.6296718,-0.31787083,coat,03-09-2021 16:04:34.552550
-1.0747957,-3.0747907,shirt,03-09-2021 16:04:53.709478
18.207035,12.198023,sneaker,03-09-2021 16:04:58.056960
3.0075037,-1.4191815,coat,03-09-2021 16:04:59.535223
21.596169,0.5991159,ankle boot,03-09-2021 16:05:00.323675
21.278028,0.8407595,ankle boot,03-09-2021 16:05:09.961045
18.856176,12.409449,sneaker,03-09-2021 16:05:10.452465
8.586003,12.928335,trouser,03-09-2021 16:05:16.954899
0.5690059,1.9235384,coat,03-09-2021 16:05:30.009309
-1.8666775,10.710292,dress,03-09-2021 16:05:42.302783
10.960335,-12.291621,bag,03-09-2021 16:06:03.190933
5.855197,-6.1186967,pullover,03-09-2021 16:06:43.994138
21.477673,1.4830912,ankle boot,03-09-2021 16:06:55.385635
1.0721817,5.9296494,t-shirt,03-09-2021 16:07:02.591874
20.307392,-0.7017821,ankle boot,03-09-2021 16:07:07.369953
14.224157,4.672041,sandal,03-09-2021 16:07:09.102645
14.015887,-10.276323,bag,03-09-2021 16:07:14.035264
8.731521,14.303543,trouser,03-09-2021 16:07:18.988618
4.6384525,2.281131,t-shirt,03-09-2021 16:07:29.436323
20.042742,-0.9424812,ankle boot,03-09-2021 16:07:48.618791
17.02071,11.889619,sneaker,03-09-2021 16:08:02.046898
1.0099051,0.96736556,coat,03-09-2021 16:08:05.128884
-0.32080388,13.58582,dress,03-09-2021 16:08:10.244891
14.545964,2.8172626,sandal,03-09-2021 16:08:13.088808
-0.28328255,-1.5159214,shirt,03-09-2021 16:08:18.280496
14.543557,-10.099196,bag,03-09-2021 16:08:21.663516
-1.0308601,-3.1452553,shirt,03-09-2021 16:08:26.756284
-1.5615658,9.791387,dress,03-09-2021 16:08:41.833317
2.9338372,-0.71898365,coat,03-09-2021 16:08:49.545936
9.636125,14.366111,trouser,03-09-2021 16:08:50.080682
7.448262,-5.6170974,pullover,03-09-2021 16:08:50.316771
7.3077416,-6.796503,pullover,03-09-2021 16:08:52.372194
7.2762575,14.888278,trouser,03-09-2021 16:09:12.570674
19.571085,12.424052,sneaker,03-09-2021 16:09:16.470170
-1.65691,10.047235,dress,03-09-2021 16:09:23.861389
-5.532252,0.921604,t-shirt,03-09-2021 16:09:33.010473
18.816694,12.499692,sneaker,03-09-2021 16:09:38.696886
-0.5206113,10.57468,dress,03-09-2021 16:09:50.387712
12.548436,-12.221136,bag,03-09-2021 16:09:59.907692
3.64699,3.6598308,shirt,03-09-2021 16:10:05.253943
21.686373,2.2808208,ankle boot,03-09-2021 16:10:07.500010
-0.7091795,12.890346,dress,03-09-2021 16:10:16.591549
-0.046816904,12.6178,dress,03-09-2021 16:10:16.872310
7.7854834,14.183443,trouser,03-09-2021 16:10:30.896597
9.185653,14.135276,trouser,03-09-2021 16:10:36.447063
7.9054184,-5.5423255,pullover,03-09-2021 16:11:09.283147
14.451297,-10.481226,bag,03-09-2021 16:11:18.715351
18.306274,12.148454,sneaker,03-09-2021 16:11:30.016313
20.867016,0.587802,ankle boot,03-09-2021 16:12:02.123724
1.9944844,4.080799,shirt,03-09-2021 16:12:03.812899
12.217605,-11.746539,bag,03-09-2021 16:12:08.417867
-0.50322837,-1.6906798,shirt,03-09-2021 16:12:09.615916
8.048087,16.231136,trouser,03-09-2021 16:12:18.364631
8.030852,12.808374,trouser,03-09-2021 16:12:42.849030
-4.7866464,0.85257,t-shirt,03-09-2021 16:12:58.817779
21.38112,2.964993,ankle boot,03-09-2021 16:13:10.167589
19.942772,0.23713948,ankle boot,03-09-2021 16:13:46.665440
20.028566,-0.22973238,ankle boot,03-09-2021 16:13:51.937106
-5.5958447,0.9543096,t-shirt,03-09-2021 16:13:57.756477
3.0088365,-0.7602849,coat,03-09-2021 16:14:03.171734
-1.3981218,9.829243,dress,03-09-2021 16:14:20.162036
-1.005937,11.344228,dress,03-09-2021 16:14:26.835713
-0.6077371,13.016443,dress,03-09-2021 16:14:28.373747
21.119474,2.4176779,ankle boot,03-09-2021 16:14:31.039441
-0.52894515,-2.2186556,shirt,03-09-2021 16:14:40.059964
2.144225,4.839112,shirt,03-09-2021 16:14:44.895791
15.650733,1.105989,sandal,03-09-2021 16:14:45.281132
7.3793845,12.658494,trouser,03-09-2021 16:15:04.838362
18.342934,11.620664,sneaker,03-09-2021 16:15:08.643772
2.5875735,0.17854592,coat,03-09-2021 16:15:09.099462
2.4861152,0.13345262,coat,03-09-2021 16:15:09.747912
18.977121,11.845324,sneaker,03-09-2021 16:15:17.773532
-0.0054873773,12.301108,dress,03-09-2021 16:15:20.270472
14.010484,-10.773235,bag,03-09-2021 16:15:22.805584
14.3281975,2.7027407,sandal,03-09-2021 16:15:25.903449
15.993945,11.569766,sneaker,03-09-2021 16:15:31.885545
19.707468,-1.10477,ankle boot,03-09-2021 16:15:33.571803
12.780773,-11.949293,bag,03-09-2021 16:15:39.014114
15.681495,0.16725509,sandal,03-09-2021 16:15:41.569126
-5.6972666,1.870258,t-shirt,03-09-2021 16:15:45.580524
0.27107584,12.2445,dress,03-09-2021 16:15:52.869262
8.0492935,-6.7192054,pullover,03-09-2021 16:15:58.849225
7.0631366,15.626422,trouser,03-09-2021 16:16:10.446486
-0.060922243,-4.2569556,shirt,03-09-2021 16:16:10.605134
2.7481055,-2.2589002,coat,03-09-2021 16:16:13.058776
5.783353,-6.2411065,pullover,03-09-2021 16:16:16.566953
14.405083,3.320464,sandal,03-09-2021 16:16:17.361146
-1.4247496,11.147402,dress,03-09-2021 16:16:25.923946
7.9649067,13.133477,trouser,03-09-2021 16:16:28.482874
13.654418,-9.963484,bag,03-09-2021 16:16:45.152342
14.283725,-9.854583,bag,03-09-2021 16:16:45.836422
14.947388,1.2298983,sandal,03-09-2021 16:16:46.011520
-4.897283,2.089216,t-shirt,03-09-2021 16:16:46.658440
13.525731,-9.888281,bag,03-09-2021 16:16:51.975394
-0.2837737,12.05537,dress,03-09-2021 16:16:52.707610
3.0025432,3.1586323,shirt,03-09-2021 16:16:53.166972
2.91476,3.0874357,shirt,03-09-2021 16:16:53.573142
13.464531,-9.832543,bag,03-09-2021 16:17:01.212411
-4.3236284,2.533742,t-shirt,03-09-2021 16:17:01.830214
-5.8509645,1.0390598,t-shirt,03-09-2021 16:17:16.908041
7.0830703,-5.849842,pullover,03-09-2021 16:17:28.451822
0.08615772,12.726266,dress,03-09-2021 16:17:38.965436
6.0368195,-6.4303803,pullover,03-09-2021 16:17:50.961717
-4.740844,2.460809,t-shirt,03-09-2021 16:17:51.333728
-4.814353,2.7968597,t-shirt,03-09-2021 16:17:56.927755
14.501142,2.5767717,sandal,03-09-2021 16:17:57.858866
7.7442846,14.90255,trouser,03-09-2021 16:18:03.134211
15.582467,0.38173193,sandal,03-09-2021 16:18:03.256884
20.541077,-0.091426685,ankle boot,03-09-2021 16:18:11.460896
-5.9756145,0.73934865,t-shirt,03-09-2021 16:18:11.707521
12.617636,-11.952623,bag,03-09-2021 16:18:21.076515
-1.7236243,10.840652,dress,03-09-2021 16:18:23.038132
6.5907097,15.037341,trouser,03-09-2021 16:18:45.635739
-4.769976,1.1183845,t-shirt,03-09-2021 16:18:47.148707
14.229814,5.3776855,sandal,03-09-2021 16:19:03.666210
6.8418355,15.256055,trouser,03-09-2021 16:19:10.507451
-6.1025743,1.6811289,t-shirt,03-09-2021 16:19:21.416792
18.725029,12.3668585,sneaker,03-09-2021 16:19:26.988277
1.829712,1.117715,coat,03-09-2021 16:19:31.590243
-0.13231225,13.343099,dress,03-09-2021 16:19:46.442506
-1.4383016,-2.4381168,shirt,03-09-2021 16:20:04.332917
-1.1644801,12.080145,coat,03-09-2021 16:20:07.244975
-5.8629866,1.3249589,t-shirt,03-09-2021 16:20:14.803732
-4.8897796,2.0166812,t-shirt,03-09-2021 16:20:17.296833
-0.19244266,13.400808,dress,03-09-2021 16:20:27.224801
-6.2109885,1.3520209,t-shirt,03-09-2021 16:20:43.211159
-0.9512624,-4.1386065,shirt,03-09-2021 16:20:44.144248
18.590874,11.796741,sneaker,03-09-2021 16:20:52.269348
7.04878,-5.571861,pullover,03-09-2021 16:21:05.386593
8.422588,12.902235,trouser,03-09-2021 16:21:06.086623
8.136387,13.677022,trouser,03-09-2021 16:21:16.616453
15.049645,-10.328176,bag,03-09-2021 16:21:23.050482
5.9635096,-5.6979723,pullover,03-09-2021 16:21:39.775884
8.52888,-6.675716,pullover,03-09-2021 16:21:39.971502
7.396221,11.602135,trouser,03-09-2021 16:21:50.607557
-4.3712125,3.4672608,t-shirt,03-09-2021 16:21:58.688086
11.381772,-11.937068,bag,03-09-2021 16:21:59.721090
17.9932,11.92348,sneaker,03-09-2021 16:22:13.526052
8.014693,15.476061,trouser,03-09-2021 16:22:22.157487
-0.28872362,-3.9762006,shirt,03-09-2021 16:22:37.943160
18.75339,12.3678055,sneaker,03-09-2021 16:22:52.437570
18.784624,11.426425,sandal,03-09-2021 16:22:52.486414
0.109465085,13.547742,dress,03-09-2021 16:22:52.802666
0.25697213,13.222888,dress,03-09-2021 16:23:01.724787
19.886805,-0.7549152,ankle boot,03-09-2021 16:23:07.902594
6.193627,-0.2154127,shirt,03-09-2021 16:23:08.601867
-5.5952973,1.3443357,t-shirt,03-09-2021 16:23:20.513263
7.0862203,15.719759,trouser,03-09-2021 16:23:26.193034
8.80252,-6.8927846,pullover,03-09-2021 16:23:40.471456
-0.6824354,-3.2868152,shirt,03-09-2021 16:23:49.596007
12.936393,-11.9817095,bag,03-09-2021 16:23:58.950270
12.890287,-12.042895,bag,03-09-2021 16:24:17.798095
-0.8988038,-4.343727,shirt,03-09-2021 16:24:29.212447
-1.8858105,10.492895,dress,03-09-2021 16:25:01.196441
-0.2673243,13.119921,dress,03-09-2021 16:25:20.676243
15.064592,-10.190309,bag,03-09-2021 16:25:35.735576
11.652724,-12.63005,bag,03-09-2021 16:25:37.701124
18.38071,11.745754,sneaker,03-09-2021 16:25:38.897023
16.012482,11.624138,sneaker,03-09-2021 16:25:50.671286
-1.2857616,12.128307,dress,03-09-2021 16:25:52.921089
21.145214,3.101927,ankle boot,03-09-2021 16:25:57.585725
15.239933,1.9124038,sandal,03-09-2021 16:25:57.792336
-5.087202,0.6600882,t-shirt,03-09-2021 16:26:09.824276
8.138414,-4.4823804,pullover,03-09-2021 16:26:10.747307
7.3532896,-4.146866,pullover,03-09-2021 16:26:20.711777
-5.508162,1.504728,t-shirt,03-09-2021 16:26:21.161871
16.596672,11.001039,sneaker,03-09-2021 16:26:23.208679
10.840338,-12.459291,bag,03-09-2021 16:26:45.060381
5.439847,1.6806995,t-shirt,03-09-2021 16:26:50.493414
15.675006,-9.690867,bag,03-09-2021 16:26:56.328038
-5.5137696,1.2764537,t-shirt,03-09-2021 16:26:59.807640
16.669903,11.901012,sneaker,03-09-2021 16:27:02.337361
3.7428918,-1.1446202,coat,03-09-2021 16:27:06.621150
21.623938,2.0194209,ankle boot,03-09-2021 16:27:09.506873
12.288213,-11.830933,bag,03-09-2021 16:27:22.774938
5.6549816,-5.1492805,pullover,03-09-2021 16:27:29.091889
8.553905,-6.9815497,pullover,03-09-2021 16:27:29.906428
19.739948,12.065309,sneaker,03-09-2021 16:27:31.751209
21.005445,1.3925353,ankle boot,03-09-2021 16:27:33.076172
3.0456374,-1.347355,coat,03-09-2021 16:27:36.212139
-0.90245384,10.784228,shirt,03-09-2021 16:27:55.138431
15.496165,-9.3964205,bag,03-09-2021 16:27:58.823660
12.956605,-12.050052,bag,03-09-2021 16:28:10.836698
8.745133,13.447236,trouser,03-09-2021 16:28:19.659060
19.834915,-0.0013870575,ankle boot,03-09-2021 16:28:39.317077
12.324277,-12.212188,bag,03-09-2021 16:29:04.051617
7.063062,-4.0522666,pullover,03-09-2021 16:29:21.321375
5.647119,-0.74513924,coat,03-09-2021 16:29:21.764260
19.475908,12.517668,sneaker,03-09-2021 16:29:30.658924
7.513154,15.584225,trouser,03-09-2021 16:29:45.865887
7.3211884,-6.709042,pullover,03-09-2021 16:29:47.026067
6.571733,15.169115,trouser,03-09-2021 16:29:49.449279
9.035544,13.024243,trouser,03-09-2021 16:29:50.057094
7.495648,-6.8617344,pullover,03-09-2021 16:29:57.137714
3.8863301,1.8300645,shirt,03-09-2021 16:30:08.545984
-5.643353,2.3188562,t-shirt,03-09-2021 16:30:23.046058
20.339895,0.8071032,ankle boot,03-09-2021 16:30:23.733817
1.5933261,0.18777677,coat,03-09-2021 16:30:29.651270
16.723577,11.486175,sneaker,03-09-2021 16:30:41.826751
21.041754,3.7132432,ankle boot,03-09-2021 16:30:46.971464
8.067987,-4.731599,pullover,03-09-2021 16:30:55.407001
8.879156,13.863175,trouser,03-09-2021 16:31:13.149867
2.9074848,-1.6644189,coat,03-09-2021 16:31:25.483740
6.9527063,-4.0944586,pullover,03-09-2021 16:31:26.265181
1.3122811,5.704836,t-shirt,03-09-2021 16:31:30.776691
7.201244,15.860122,trouser,03-09-2021 16:31:34.338597
14.37004,3.4544132,sandal,03-09-2021 16:31:39.729641
0.68455,1.5780882,coat,03-09-2021 16:31:41.778441
6.760921,-3.9499497,dress,03-09-2021 16:31:54.954619
7.979831,13.813498,trouser,03-09-2021 16:31:56.686450
-1.5532598,-2.2112281,shirt,03-09-2021 16:32:11.721098
-0.111178756,-3.3190546,shirt,03-09-2021 16:32:22.299200
14.448703,3.3814647,sandal,03-09-2021 16:32:27.791439
7.2232156,14.249652,trouser,03-09-2021 16:32:31.198297
-6.503157,1.4002842,t-shirt,03-09-2021 16:33:01.016731
-1.4133562,-1.7083964,shirt,03-09-2021 16:33:11.737490
19.276913,12.719333,sneaker,03-09-2021 16:33:14.378260
5.080873,0.17146954,shirt,03-09-2021 16:33:15.679450
18.334902,12.478539,sneaker,03-09-2021 16:33:47.714314
21.150988,1.5646257,ankle boot,03-09-2021 16:34:00.047617
20.621845,0.01434671,ankle boot,03-09-2021 16:34:01.345816
21.155361,0.75621814,ankle boot,03-09-2021 16:34:17.132881
-6.29186,1.4418778,t-shirt,03-09-2021 16:34:18.963684
21.164309,2.4374208,ankle boot,03-09-2021 16:34:19.222543
13.897316,4.2166085,sandal,03-09-2021 16:34:22.930403
17.742569,11.379471,sneaker,03-09-2021 16:34:27.395071
5.3149347,0.20920007,shirt,03-09-2021 16:34:28.646928
3.35153,-1.9002123,coat,03-09-2021 16:34:29.085537
18.65037,12.133854,sneaker,03-09-2021 16:34:34.964136
5.465818,1.738015,t-shirt,03-09-2021 16:34:46.687007
7.1596293,15.889576,trouser,03-09-2021 16:35:46.776602
-0.89215547,-3.7433605,shirt,03-09-2021 16:36:03.646014
-4.4361773,2.592694,t-shirt,03-09-2021 16:36:04.385808
11.658107,-12.06411,bag,03-09-2021 16:36:10.184970
14.412283,4.8260164,sandal,03-09-2021 16:36:10.410218
19.346186,11.593593,sneaker,03-09-2021 16:36:11.075028
4.5101647,-0.583174,coat,03-09-2021 16:36:12.058271
18.8813,11.324086,sneaker,03-09-2021 16:36:15.413218
9.492003,14.325893,trouser,03-09-2021 16:36:32.359500
-0.8137584,12.837913,dress,03-09-2021 16:36:46.989750
18.98858,12.790364,sneaker,03-09-2021 16:36:59.759784
7.2658777,-7.3547792,pullover,03-09-2021 16:37:29.677318
-0.9852101,-4.2105656,shirt,03-09-2021 16:37:35.206213
-1.4064995,12.066305,dress,03-09-2021 16:37:40.968134
2.716591,-1.9940703,coat,03-09-2021 16:37:43.040839
0.659222,13.347583,dress,03-09-2021 16:37:46.684136
-0.9232397,-3.8463752,shirt,03-09-2021 16:37:53.974450
-5.739533,0.6123688,t-shirt,03-09-2021 16:37:57.235406
2.999659,0.017600603,coat,03-09-2021 16:38:22.269987
9.523654,14.281892,trouser,03-09-2021 16:38:31.560113
16.717733,12.147145,sneaker,03-09-2021 16:38:32.604852
-4.198118,3.4520266,t-shirt,03-09-2021 16:38:32.917204
19.461174,12.79831,sneaker,03-09-2021 16:38:38.309519
-5.51016,1.3441246,t-shirt,03-09-2021 16:38:40.538156
15.258285,-0.6151324,sandal,03-09-2021 16:38:43.618412
7.391714,11.608249,trouser,03-09-2021 16:38:52.332274
-1.5651505,12.425319,dress,03-09-2021 16:38:53.405432
0.15349224,-3.405097,shirt,03-09-2021 16:38:57.472286
11.719193,-12.186829,bag,03-09-2021 16:39:03.907445
8.253166,-7.201188,pullover,03-09-2021 16:39:04.608072
21.205572,2.7338307,ankle boot,03-09-2021 16:39:17.263783
17.587511,11.7303,sneaker,03-09-2021 16:39:21.700465
-0.17224754,13.573005,dress,03-09-2021 16:39:38.176831
14.510571,-9.474491,bag,03-09-2021 16:39:42.776525
15.649656,0.4257931,sandal,03-09-2021 16:39:48.554530
17.833591,11.817731,sneaker,03-09-2021 16:40:03.565699
13.957307,-10.171576,bag,03-09-2021 16:40:05.635811
15.0419235,-9.252367,bag,03-09-2021 16:40:06.128046
0.92157865,0.93161434,coat,03-09-2021 16:40:15.119486
7.782977,14.065841,trouser,03-09-2021 16:40:29.128234
19.55513,12.535874,sneaker,03-09-2021 16:40:44.351127
-5.721693,2.2775304,t-shirt,03-09-2021 16:40:56.769119
14.797995,2.4349253,sandal,03-09-2021 16:41:04.591325
11.119734,-12.448497,bag,03-09-2021 16:41:09.342908
2.0473254,-1.5178963,coat,03-09-2021 16:41:21.631372
8.315511,14.473938,trouser,03-09-2021 16:41:26.061940
21.10904,3.496349,ankle boot,03-09-2021 16:41:33.186033
16.411165,12.114914,sneaker,03-09-2021 16:41:39.590070
14.71248,-10.431142,bag,03-09-2021 16:41:44.473948
20.609972,-0.87956125,ankle boot,03-09-2021 16:41:59.668571
7.991727,15.914027,trouser,03-09-2021 16:42:04.228872
-1.2202015,-2.8065357,shirt,03-09-2021 16:42:10.557442
12.464895,-11.986836,bag,03-09-2021 16:42:10.812351
18.555565,11.711196,sneaker,03-09-2021 16:42:20.619813
2.579534,0.26183355,coat,03-09-2021 16:42:24.261855
2.655687,-0.44300586,coat,03-09-2021 16:42:29.077072
6.963394,-5.0286894,pullover,03-09-2021 16:42:29.200376
2.054982,-1.8823365,coat,03-09-2021 16:42:30.197780
8.220325,14.634917,trouser,03-09-2021 16:42:39.955883
0.45086262,-3.7708588,shirt,03-09-2021 16:42:41.647618
17.824427,11.389814,sneaker,03-09-2021 16:42:41.763508
15.866374,0.420798,sandal,03-09-2021 16:42:45.007242
4.453452,1.5923995,shirt,03-09-2021 16:42:46.913674
15.554981,10.915463,sneaker,03-09-2021 16:42:53.747601
-1.9745071,10.526777,shirt,03-09-2021 16:42:53.879518
21.452936,2.4103456,ankle boot,03-09-2021 16:43:14.023413
15.388642,0.110084526,sandal,03-09-2021 16:43:15.418075
5.733881,-5.1104183,pullover,03-09-2021 16:43:15.536913
-4.1959033,3.7206562,t-shirt,03-09-2021 16:43:16.758991
15.138461,-1.1885508,sandal,03-09-2021 16:43:18.540218
-0.9297529,-2.5140433,shirt,03-09-2021 16:43:20.346141
19.828762,0.06322531,ankle boot,03-09-2021 16:43:23.773485
20.911852,2.4352653,ankle boot,03-09-2021 16:43:29.013374
-1.2029146,-3.9029205,shirt,03-09-2021 16:43:30.257752
-5.736864,0.76838624,t-shirt,03-09-2021 16:43:43.403610
21.487999,1.0454935,ankle boot,03-09-2021 16:43:44.063760
14.186941,3.88397,sandal,03-09-2021 16:43:45.760114
-1.4221939,11.203041,dress,03-09-2021 16:43:47.894378
21.175047,0.15078919,ankle boot,03-09-2021 16:43:57.795209
1.0795023,2.0451066,coat,03-09-2021 16:44:16.862747
15.296995,-10.17775,bag,03-09-2021 16:44:21.491426
-0.62326574,-1.0297558,shirt,03-09-2021 16:44:21.530899
-1.2602091,12.251982,dress,03-09-2021 16:44:23.864146
14.856453,0.42717522,sandal,03-09-2021 16:44:25.247650
21.353941,0.41876477,ankle boot,03-09-2021 16:44:25.547277
0.54362655,12.90869,dress,03-09-2021 16:44:34.616565
21.380344,0.5034763,ankle boot,03-09-2021 16:44:34.935095
-0.1000786,-3.3526618,shirt,03-09-2021 16:44:37.193584
-1.3930933,-2.7967842,shirt,03-09-2021 16:44:47.473789
-0.82323176,13.502154,dress,03-09-2021 16:44:57.000727
0.7948107,6.0468936,t-shirt,03-09-2021 16:45:02.125651
8.337344,-6.0951962,pullover,03-09-2021 16:45:11.000958
6.0032096,-3.998174,pullover,03-09-2021 16:45:19.243727
3.2327752,4.304692,shirt,03-09-2021 16:45:28.330684
13.072414,-11.430195,bag,03-09-2021 16:45:28.802516
15.134448,-0.7895112,sandal,03-09-2021 16:45:33.834501
8.239257,14.920376,trouser,03-09-2021 16:45:36.743543
8.215621,15.667243,trouser,03-09-2021 16:45:48.668787
14.773598,2.5873346,sandal,03-09-2021 16:45:48.861004
-0.51729906,13.471365,dress,03-09-2021 16:45:55.923167
8.368007,15.379095,trouser,03-09-2021 16:46:05.596171
6.9313335,-3.789708,pullover,03-09-2021 16:46:09.902733
14.053444,4.4806457,sandal,03-09-2021 16:46:12.452046
15.17101,0.7540782,sandal,03-09-2021 16:46:56.463287
2.87086,-1.7063726,coat,03-09-2021 16:47:00.508614
